"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures.Math","paid.Math","absences.Math","G1.Math","G2.Math","G3.Math","failures.Port","paid.Port","absences.Port","G1.Port","G2.Port","G3.Port"
"331.1","GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",1,1,"no","no","no","no","no","yes","yes",5,4,5,5,5,1,3,"no",16,6,8,8,3,"no",12,7,8,5
"56.3","GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,"no","no","yes","no","yes","yes","no",3,4,4,1,4,5,0,"yes",2,13,13,11,0,"no",0,13,12,14
"238","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,"no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,"no",0,13,14,13,0,"no",6,14,14,15
"282.4","GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,"no","yes","yes","yes","yes","yes","no",5,5,5,2,4,5,3,"no",16,6,5,5,3,"yes",2,8,8,7
"50.2","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"16.1","GP","F",15,"U","GT3","T",1,2,"at_home","services","course","mother",1,2,"no","no","no","no","yes","yes","no",3,2,3,1,2,1,0,"no",2,16,15,15,0,"no",0,14,14,14
"336.2","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",4,12,13,13,0,"yes",2,12,12,12
"172.1","GP","F",19,"U","GT3","T",3,3,"other","services","home","other",1,2,"no","yes","yes","yes","yes","yes","no",4,3,5,3,3,5,2,"yes",15,9,9,9,0,"no",16,11,12,12
"50.3","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"332.7","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,7,6,0,1,"no",0,8,8,9
"50.4","GP","F",16,"U","GT3","T",2,1,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,3,5,1,1,5,0,"yes",2,8,9,10,0,"no",0,13,12,12
"257.1","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,"yes",0,15,15,15,0,"no",0,13,14,16
"193.2","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,0,"yes",2,15,15,14,0,"no",4,11,12,13
"132.1","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,0,"yes",7,10,9,9,0,"no",0,13,12,13
"329.2","GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,1,1,1,1,0,"no",12,11,11,11,0,"no",4,11,13,14
"171.1","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,0,"yes",10,8,8,8,0,"no",4,12,12,12
"46.6","GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,"no","no","no","yes","yes","yes","no",3,2,1,1,4,5,0,"no",16,12,11,11,0,"no",12,15,13,14
"354.5","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,13,11,11,1,"yes",4,10,11,11
"25.4","GP","F",15,"U","GT3","T",4,4,"services","at_home","course","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,5,0,"no",0,11,0,0,0,"no",4,13,14,15
"207.6","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,"no","no","no","yes","yes","no","no",5,5,5,3,4,5,1,"no",6,11,11,10,0,"no",4,10,9,9
"265.4","GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,"no","yes","yes","no","yes","no","yes",3,5,2,2,2,1,0,"yes",2,15,14,14,0,"no",2,16,17,18
"250.1","GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",1,1,"no","yes","no","yes","no","yes","yes",3,3,2,2,1,5,0,"no",0,7,6,0,0,"no",16,9,9,8
"207.7","GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,"no","no","no","yes","yes","no","no",5,5,5,3,4,5,1,"no",6,11,11,10,0,"no",4,10,9,9
"262.1","GP","M",16,"U","LE3","T",4,3,"health","other","home","father",1,1,"no","no","yes","yes","yes","yes","no",3,1,3,1,3,5,0,"yes",4,8,10,10,0,"no",6,12,12,12
"236.2","GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",3,2,"yes","yes","no","no","yes","yes","no",5,3,3,1,3,2,0,"no",6,7,10,10,1,"no",4,9,11,10
"106.3","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,0,"yes",23,13,13,13,0,"no",14,15,14,17
"202","GP","M",15,"U","GT3","T",4,4,"services","services","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,3,1,1,1,5,0,"no",0,17,16,17,0,"no",2,15,15,15
"257.2","GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,"yes",0,15,15,15,0,"no",0,13,14,16
"144.5","GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",3,1,"no","yes","yes","no","yes","no","no",5,2,5,1,5,4,3,"no",6,9,8,10,3,"no",6,11,10,11
"348.1","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,0,"yes",0,15,15,15,0,"no",1,16,16,16
"193.3","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,0,"yes",2,15,15,14,0,"no",4,11,12,13
"211.2","GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,"no","no","yes","yes","yes","yes","no",5,3,3,1,3,4,0,"yes",4,15,15,15,0,"yes",2,13,12,13
"146.2","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,"no","no","yes","yes","yes","no","no",4,4,4,1,1,4,0,"no",0,10,9,0,0,"no",6,14,13,14
"294.2","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,3,3,0,"yes",2,12,11,12,0,"no",0,10,11,11
"288.3","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,"no","no","no","yes","yes","yes","no",5,2,3,1,2,5,0,"no",4,17,15,16,0,"no",4,13,13,14
"288.4","GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",1,1,"no","no","no","yes","yes","yes","no",5,2,3,1,2,5,0,"no",4,17,15,16,0,"no",4,13,13,14
"126.4","GP","F",17,"U","GT3","T",4,2,"other","other","reputation","mother",2,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,1,3,0,"yes",0,15,12,14,0,"no",0,16,16,16
"279.4","GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",2,1,"yes","yes","yes","yes","no","yes","no",4,5,1,1,1,3,3,"no",2,8,8,10,3,"no",0,9,9,10
"283.1","GP","M",17,"U","GT3","T",3,3,"health","other","home","mother",1,1,"no","yes","no","yes","yes","yes","no",4,4,3,1,3,5,0,"yes",4,14,12,11,0,"no",0,14,15,15
"53.3","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",5,4,4,1,1,5,0,"yes",0,8,7,8,0,"no",0,12,11,11
"334.3","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,"no","no","no","no","yes","no","no",3,2,2,1,2,3,0,"no",0,12,11,12,0,"no",0,13,13,13
"92.2","GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,"no","yes","no","yes","yes","yes","no",4,5,2,1,2,3,0,"yes",0,9,9,10,0,"no",0,11,10,11
"280.3","GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,"no","no","no","yes","yes","yes","no",5,2,2,1,1,2,0,"no",4,12,12,13,0,"no",2,9,12,13
"205","GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,"no","no","no","yes","yes","yes","no",4,5,5,2,5,5,3,"no",0,8,9,10,0,"no",0,12,11,11
"102.2","GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",1,1,"no","yes","no","yes","yes","no","no",5,2,1,1,2,3,0,"yes",12,8,10,10,0,"no",6,12,11,11
"103.4","GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,"no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,"no",10,12,10,12,0,"no",0,15,15,16
"139.2","GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",2,2,"no","no","no","yes","yes","yes","no",4,4,4,1,3,1,0,"yes",2,14,15,15,0,"no",2,14,16,15
"170.2","GP","F",19,"U","GT3","T",0,1,"at_home","other","course","other",1,2,"no","yes","no","no","no","no","no",3,4,2,1,1,5,3,"no",2,7,8,9,2,"no",0,9,10,11
"337.3","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,0,"no",8,13,11,11,0,"no",8,10,11,12
"98.1","GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,"no","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,"yes",0,11,11,10,0,"no",2,15,15,17
"125.2","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,"no","no","no","yes","yes","yes","no",4,4,5,1,3,5,0,"no",16,16,15,15,0,"no",8,11,13,14
"198","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"263.4","GP","M",16,"U","LE3","T",4,3,"services","other","reputation","mother",1,2,"no","yes","yes","yes","yes","yes","no",5,4,2,1,2,5,0,"yes",10,15,15,15,0,"no",6,12,12,13
"235.1","GP","M",16,"U","GT3","T",3,2,"other","other","home","mother",1,1,"no","yes","no","no","yes","yes","no",5,4,3,1,1,5,0,"yes",0,12,14,15,0,"no",4,12,12,12
"318.4","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","mother",2,1,"no","no","yes","yes","yes","yes","no",3,2,4,1,4,3,0,"yes",22,9,9,9,0,"no",6,11,12,12
"284.1","GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",1,2,"no","no","yes","no","yes","yes","no",4,3,4,1,4,4,0,"no",4,6,5,6,0,"no",4,11,9,10
"5.1","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,"no","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,"yes",8,10,10,10,0,"yes",2,13,13,13
"310.1","GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",1,2,"no","yes","yes","yes","yes","yes","no",4,4,4,2,4,5,1,"yes",15,6,7,8,0,"no",10,12,11,11
"271","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,"no","no","no","yes","yes","no","no",5,4,5,2,4,5,0,"no",0,10,0,0,0,"no",2,10,9,10
"79.1","GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,"no","yes","yes","no","yes","yes","no",5,3,2,1,1,5,0,"no",0,13,13,14,0,"no",4,15,16,16
"294.3","GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",1,2,"no","yes","no","no","yes","yes","no",5,3,3,1,3,3,0,"yes",2,12,11,12,0,"no",0,10,11,11
"216.2","GP","M",15,"U","LE3","T",4,4,"teacher","other","home","other",1,1,"no","yes","no","no","yes","yes","yes",5,4,3,2,4,5,0,"no",8,12,12,12,0,"no",8,10,11,11
"206.3","GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,"no","yes","no","yes","yes","yes","no",4,2,2,1,1,1,0,"yes",0,16,18,19,0,"no",0,15,16,17
"191.3","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,"no","no","no","yes","yes","yes","no",2,2,4,2,4,1,0,"yes",4,15,16,15,0,"no",0,11,11,11
"24.2","GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,"no","no","yes","yes","yes","yes","no",4,5,5,1,3,1,0,"yes",4,16,17,18,0,"no",6,14,13,13
"184.2","GP","M",15,"U","GT3","T",2,2,"services","services","home","father",1,4,"no","yes","yes","yes","yes","yes","no",5,5,4,1,2,5,0,"yes",6,16,14,15,0,"no",6,14,13,13
"132.2","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,0,"yes",7,10,9,9,0,"no",0,13,12,13
"155.4","GP","F",18,"U","GT3","T",2,2,"at_home","services","home","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,3,3,1,1,3,0,"yes",0,9,10,0,0,"no",0,11,12,13
"309.1","GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,"no","no","no","yes","no","yes","no",5,5,4,3,5,2,1,"no",0,7,7,0,0,"no",16,8,7,8
"362.4","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,"no","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,0,"yes",3,14,12,12,0,"no",3,9,10,10
"238.1","GP","M",16,"U","GT3","T",3,3,"other","services","home","father",2,1,"no","no","yes","yes","yes","yes","no",5,4,2,1,1,5,0,"no",0,13,14,13,0,"no",6,14,14,15
"201.3","GP","M",15,"U","GT3","T",4,4,"services","other","course","mother",1,1,"no","yes","yes","no","yes","yes","no",5,3,3,1,1,5,0,"no",4,10,13,14,0,"yes",2,12,13,12
"185.6","GP","M",15,"U","GT3","T",2,3,"other","other","home","mother",1,3,"yes","no","no","no","yes","yes","no",5,3,2,1,2,5,0,"yes",4,11,10,11,0,"no",2,10,9,9
"349","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,"no","yes","no","yes","yes","no","yes",5,3,4,1,1,5,0,"no",0,10,9,9,0,"no",0,10,10,10
"33.3","GP","F",15,"U","LE3","A",3,4,"other","other","home","mother",1,2,"yes","no","yes","yes","yes","yes","yes",5,3,2,1,1,1,0,"no",0,7,10,11,0,"no",0,10,11,11
"271.1","GP","M",17,"R","GT3","T",3,4,"at_home","other","course","mother",3,2,"no","no","no","yes","yes","no","no",5,4,5,2,4,5,0,"no",0,10,0,0,0,"no",2,10,9,10
"196.1","GP","M",15,"U","GT3","T",4,3,"teacher","other","reputation","mother",1,2,"no","no","no","yes","yes","yes","no",4,4,1,1,1,1,0,"no",0,13,14,15,0,"no",0,12,13,14
"337.4","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,0,"no",8,13,11,11,0,"no",8,10,11,12
"38.2","GP","F",15,"U","LE3","T",4,3,"services","services","reputation","father",1,2,"yes","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,0,"no",0,10,10,10,0,"no",0,13,12,12
"260.2","GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,"no","yes","yes","yes","yes","yes","no",2,3,3,2,2,2,2,"no",8,9,9,9,0,"no",4,12,11,11
"86.4","GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,"no","yes","no","yes","yes","yes","no",4,3,3,2,3,4,0,"yes",2,12,13,13,0,"no",0,14,13,13
"193.4","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,0,"yes",2,15,15,14,0,"no",4,11,12,13
"26","GP","F",15,"U","GT3","T",4,4,"services","services","course","mother",1,1,"yes","yes","no","yes","yes","yes","no",3,3,4,2,3,5,0,"yes",0,8,10,11,0,"no",0,13,12,12
"204.7","GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,"no","yes","yes","yes","yes","no","no",3,2,2,1,1,5,0,"no",4,14,15,15,0,"no",8,15,15,16
"303.3","GP","M",18,"R","LE3","T",3,2,"services","other","reputation","mother",2,3,"no","yes","yes","yes","yes","yes","no",5,4,2,1,1,4,0,"yes",8,14,13,14,0,"no",0,14,15,15
"5.2","GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",2,3,"no","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,"yes",8,10,10,10,0,"yes",2,13,13,13
"198.1","GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,"no","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,"yes",0,12,15,15,0,"yes",0,11,12,12
"1.3","GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,"yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,1,"yes",2,7,10,10,0,"yes",4,13,13,13
"267.3","GP","M",17,"R","GT3","T",1,3,"other","other","course","father",3,2,"no","yes","yes","yes","yes","yes","no",5,2,4,1,4,5,1,"no",20,9,7,8,1,"no",14,12,11,11
"89.3","GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",2,2,"no","yes","yes","yes","yes","yes","no",4,4,5,1,1,4,0,"yes",4,10,11,9,0,"no",0,14,14,15
"274","GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",1,1,"no","no","no","yes","yes","no","no",2,2,2,3,3,5,0,"no",8,16,12,13,3,"no",14,9,8,10
"330.1","GP","M",20,"U","GT3","A",3,2,"services","other","course","other",1,1,"no","no","yes","yes","yes","no","no",5,5,3,1,1,5,0,"no",0,17,18,18,2,"no",0,14,15,15
"117.3","GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,0,"yes",2,10,10,10,0,"no",6,15,16,16
"270.5","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,"no","yes","no","yes","yes","yes","no",4,4,5,5,5,4,0,"no",8,11,10,10,0,"no",2,11,10,10
"41.6","GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,"no","yes","yes","yes","yes","no","no",2,4,4,2,3,4,0,"no",6,10,11,11,0,"no",0,17,16,16
"167.3","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,"no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,"no",0,8,8,0,0,"no",0,10,9,12
"272","GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",3,3,3,2,3,4,0,"yes",2,10,11,12,0,"no",0,12,12,12
"67.2","GP","F",16,"U","GT3","T",3,4,"at_home","other","course","mother",1,2,"no","yes","no","yes","yes","yes","no",2,4,3,1,2,3,0,"no",12,5,5,5,0,"no",14,12,11,11
"111.3","GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,"no","yes","no","no","yes","no","no",4,4,4,1,3,1,0,"yes",4,9,9,10,0,"no",0,14,15,15
"43","GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,"yes","yes","no","yes","yes","yes","no",3,3,4,1,1,4,0,"yes",0,12,13,14,0,"no",0,13,13,13
"171.2","GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",1,4,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,3,0,"yes",10,8,8,8,0,"no",4,12,12,12
"147.1","GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",1,2,"no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,1,"no",16,9,8,7,0,"no",4,8,8,8
"261.3","GP","M",16,"U","LE3","T",4,2,"teacher","other","course","mother",1,2,"no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,0,"no",2,15,15,16,0,"no",0,12,13,14
"353.2","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,"no","no","yes","no","yes","yes","no",5,4,2,1,2,5,1,"no",0,7,5,0,1,"no",4,10,11,10
"121.5","GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",1,2,"no","no","yes","no","yes","yes","no",5,3,4,1,3,3,0,"no",10,16,15,15,0,"no",2,17,18,17
"293.3","GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1,2,"no","no","yes","no","yes","yes","yes",4,4,2,5,5,4,0,"yes",4,14,13,13,0,"no",0,16,16,16
"122.4","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,"yes",0,7,8,0,0,"no",0,12,13,15
"210.3","GP","M",15,"U","LE3","T",2,2,"services","health","reputation","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,3,4,1,1,4,0,"no",6,11,13,14,0,"no",2,11,12,12
"220.2","GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",1,1,"no","yes","yes","yes","yes","yes","no",4,3,2,3,4,5,0,"no",8,8,9,10,0,"no",0,11,10,10
"53.4","GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",5,4,4,1,1,5,0,"yes",0,8,7,8,0,"no",0,12,11,11
"341","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,"yes",2,10,9,10,0,"no",0,14,17,15
"32","GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,"no","no","no","yes","yes","yes","no",5,3,4,4,4,1,0,"yes",6,10,13,13,0,"no",0,13,12,13
"343.2","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,"no","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,0,"yes",7,6,5,6,0,"no",4,7,9,10
"157","GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,"no","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,15,14,14,0,"no",10,16,16,16
"176.3","GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,"no","yes","no","yes","yes","no","yes",5,3,3,1,1,5,0,"no",0,9,0,0,0,"no",2,12,11,11
"354.6","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,13,11,11,1,"yes",4,10,11,11
"166.3","GP","F",18,"U","LE3","T",1,1,"other","other","home","mother",2,2,"no","yes","no","no","yes","no","no",4,4,3,1,1,3,0,"yes",2,11,11,11,0,"no",2,13,13,13
"325","GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,"no","no","yes","yes","yes","yes","no",4,2,3,1,2,1,0,"yes",8,10,11,10,0,"no",0,10,10,10
"104.2","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,1,"no",0,9,8,0,0,"no",18,10,12,14
"191.4","GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,"no","no","no","yes","yes","yes","no",2,2,4,2,4,1,0,"yes",4,15,16,15,0,"no",0,11,11,11
"193.5","GP","M",15,"U","GT3","T",4,2,"teacher","other","home","mother",1,2,"no","yes","no","yes","yes","no","no",4,3,3,2,2,5,0,"yes",2,15,15,14,0,"no",4,11,12,13
"28.2","GP","F",15,"U","GT3","T",4,4,"services","teacher","other","father",1,2,"yes","yes","yes","no","yes","yes","no",4,4,4,1,1,3,1,"no",2,7,7,7,0,"no",2,13,12,12
